balance,lw_rev_total,lw_rev_phase,leaderboard_position_chems_all,leaderboard_position_chems_week,leaderboard_position_police_all,leaderboard_position_police_week,mcmmo_power_level,mcmmo_skill_ACROBATICS,mcmmo_skill_ALCHEMY,mcmmo_skill_ARCHERY,mcmmo_skill_AXES,mcmmo_skill_CROSSBOWS,mcmmo_skill_EXCAVATION,mcmmo_skill_FISHING,mcmmo_skill_HERBALISM,mcmmo_skill_MACES,mcmmo_skill_MINING,mcmmo_skill_REPAIR,mcmmo_skill_SALVAGE,mcmmo_skill_SMELTING,mcmmo_skill_SWORDS,mcmmo_skill_TAMING,mcmmo_skill_TRIDENTS,mcmmo_skill_UNARMED,mcmmo_skill_WOODCUTTING,chemrank,policerank,donorrank,goldrank,current_month_votes,plan_player_time_total_raw,plan_player_time_month_raw,plan_player_time_week_raw,plan_player_time_day_raw,plan_player_time_afk_raw,plan_player_latest_session_length_raw,plan_player_favorite_server,plan_player_lastseen,plan_player_sessions_count,plan_player_relativePlaytime_totalmonth,plan_player_relativePlaytime_weekmonth,plan_player_relativePlaytime_dayweek,active
4300.4,0,0,0,0,0,0,42, 4, 0, 0, 0, 0, 13, 0, 6, 0, 8, 0, 0, 4, 7, 0, 0, 0, 4,2,0,0,0,0,2408646,0,0,0,0,3700,Town,4268403,10,0.0,0.0,0.0,0
4241.0,0,0,0,0,0,0,148, 4, 0, 0, 0, 0, 7, 0, 0, 0, 136, 0, 0, 68, 1, 0, 0, 0, 0,0,0,0,0,0,7337314,0,0,0,214900,1949816,Underworld-A,7870683,8,0.0,0.0,0.0,0
4203.44,0,0,436,0,0,0,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,0,0,0,0,7929792,0,0,0,4774614,60207,Spawn,3574023,11,0.0,0.0,0.0,0
4121.99,0,0,867,0,0,0,135, 0, 0, 0, 0, 0, 8, 0, 0, 0, 126, 1, 0, 63, 0, 0, 0, 0, 0,2,0,0,0,0,6536688,6536688,0,0,0,441767,Underworld-B,2179503,8,1.0,0.0,0.0,0
4085.06,0,0,924,0,0,0,19, 0, 0, 0, 0, 0, 1, 0, 0, 0, 18, 0, 0, 9, 0, 0, 0, 0, 0,2,0,0,0,0,1282936,0,0,0,0,861241,Town,4935363,2,0.0,0.0,0.0,0
4002.39,0,0,902,0,0,0,27, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,1399606,0,0,0,0,171457,Spawn,3911403,11,0.0,0.0,0.0,0
4000.01,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,1043387,0,0,0,0,304556,Spawn,10461483,5,0.0,0.0,0.0,0
4000.0,0,0,0,0,0,0,5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,1186064,0,0,0,0,63431,Spawn,9606123,14,0.0,0.0,0.0,0
3838.99,0,0,674,0,0,0,105, 3, 0, 0, 0, 0, 4, 0, 50, 0, 43, 1, 0, 22, 1, 0, 0, 0, 3,0,0,0,0,0,2784067,0,0,0,0,29750,Spawn,5036463,12,0.0,0.0,0.0,0
3718.6,0,0,636,0,0,0,187, 9, 0, 0, 0, 0, 33, 0, 5, 0, 137, 0, 0, 68, 1, 0, 0, 0, 2,3,0,0,0,0,15596290,0,0,0,1366576,3679,Town,6105543,36,0.0,0.0,0.0,0
3816.68,0,0,252,0,0,0,944, 33, 0, 0, 3, 0, 26, 0, 392, 0, 347, 50, 25, 198, 93, 0, 0, 0, 0,10,0,2,0,0,1370621833,0,0,0,1291443919,39975,Spawn,8855343,173,0.0,0.0,0.0,0
3687.68,0,0,373,0,0,0,19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,0,4,0,0,9056811,0,0,0,296454,382835,Spawn,7956363,35,0.0,0.0,0.0,0
3500.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,1011705,0,0,0,233958,550543,Town,10800003,4,0.0,0.0,0.0,0
3500.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,356934,0,0,0,0,356934,Spawn,8575743,1,0.0,0.0,0.0,0
3500.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,411842,0,0,0,0,411842,Spawn,7303863,1,0.0,0.0,0.0,0
3500.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,4,0,0,1274165,40784,0,0,614165,40784,Spawn,2457483,12,31.24178599450765,0.0,0.0,0
3500.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,903735,0,0,0,0,160861,Town,10461483,4,0.0,0.0,0.0,0
3500.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,683481,0,0,0,188654,170131,Spawn,3711243,4,0.0,0.0,0.0,0
3484.0,0,0,0,0,0,0,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0,0,0,0,0,0,465164,0,0,0,0,333313,Town,4089423,2,0.0,0.0,0.0,0
3360.0,0,0,0,0,0,0,34, 1, 0, 0, 0, 0, 6, 0, 25, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0,0,0,0,0,0,7487659,0,0,0,3384113,7239789,Town,8325483,4,0.0,0.0,0.0,0
3146.24,0,0,817,0,0,0,53, 7, 0, 0, 0, 0, 21, 0, 5, 0, 15, 0, 0, 7, 4, 0, 0, 0, 1,0,0,0,0,0,4454350,4454350,0,0,519819,352172,Underworld-B,2368863,14,1.0,0.0,0.0,0
3288.06,0,0,446,0,0,0,511, 6, 0, 0, 0, 0, 33, 0, 237, 0, 157, 47, 23, 102, 27, 0, 0, 0, 4,5,0,0,0,0,41935689,0,0,0,882077,78165,Town,9972183,55,0.0,0.0,0.0,0
3268.8,0,0,415,0,0,0,645, 95, 0, 0, 6, 0, 3, 0, 231, 0, 190, 3, 1, 96, 39, 0, 0, 1, 77,5,0,0,0,0,85903350,0,0,0,12557352,143159,Town,8477703,67,0.0,0.0,0.0,0
3168.93,0,0,341,0,0,0,168, 19, 0, 0, 0, 0, 0, 0, 90, 0, 59, 0, 0, 29, 0, 0, 0, 0, 0,8,0,0,0,0,77505923,0,0,0,55284573,349496,Underworld-B,7097703,75,0.0,0.0,0.0,0
3165.72,0,0,0,0,0,0,65, 6, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,579441,0,0,0,0,121976,Spawn,9866043,3,0.0,0.0,0.0,0
3164.54,0,0,717,0,0,0,194, 18, 0, 0, 0, 0, 47, 0, 28, 0, 76, 1, 0, 38, 13, 0, 0, 0, 11,4,0,0,0,0,21627740,0,0,0,382311,121707,Underworld-B,8257023,31,0.0,0.0,0.0,0
3163.72,0,0,351,0,0,0,87, 5, 0, 0, 0, 0, 0, 0, 50, 0, 32, 0, 0, 16, 0, 0, 0, 0, 0,5,0,0,0,0,9461994,0,0,0,712403,1399331,Spawn,9757863,9,0.0,0.0,0.0,0
3105.26,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,143368,0,0,0,0,143368,Spawn,10069083,1,0.0,0.0,0.0,0
20557.26,0,0,157,0,0,0,2526, 215, 116, 1, 40, 0, 200, 148, 356, 0, 962, 141, 144, 551, 289, 0, 0, 0, 58,10,0,2,0,7,1954215472,137982,137982,137982,1461877885,137982,Underworld-B,122280,1257,14162.829006682032,1.0,1.0,1
3000.0,0,0,0,0,0,0,36, 0, 0, 0, 1, 0, 8, 0, 0, 0, 25, 0, 0, 12, 1, 0, 0, 0, 1,2,0,0,0,0,2055104,0,0,0,0,1260381,Town,10303803,2,0.0,0.0,0.0,0
3000.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,443485,0,0,0,243378,443485,Spawn,4599543,1,0.0,0.0,0.0,0
3000.0,0,0,0,0,0,0,4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0,0,0,0,0,0,374547,0,0,0,0,170572,Town,7452963,3,0.0,0.0,0.0,0
3000.0,0,0,0,0,0,0,7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1,2,0,0,0,0,1489595,0,0,0,0,442671,Spawn,10731003,2,0.0,0.0,0.0,0
2980.96,0,0,815,0,0,0,33, 6, 0, 0, 0, 0, 0, 0, 4, 0, 18, 0, 0, 9, 4, 0, 0, 0, 1,3,0,0,0,0,3905640,0,0,0,0,18028,Town,3281163,5,0.0,0.0,0.0,0
2960.0,0,0,0,0,0,0,73, 4, 0, 0, 0, 0, 8, 0, 1, 0, 50, 1, 0, 25, 7, 0, 0, 0, 2,0,0,0,0,0,5651401,0,0,0,2762935,107015,Town,6996843,7,0.0,0.0,0.0,0
2951.74,5009,5009,906,0,0,0,40, 8, 0, 0, 0, 0, 2, 22, 3, 0, 0, 0, 11, 0, 5, 0, 0, 0, 0,0,0,0,0,0,4130446,4130446,4130446,0,193642,627186,Town,534723,7,1.0,1.0,0.0,1
2900.0,0,0,0,0,0,0,15, 1, 0, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 6, 0, 0, 0, 0, 0,2,0,0,0,0,1172308,0,0,0,0,355458,Town,10130283,4,0.0,0.0,0.0,0
2809.31,0,0,0,0,0,0,53, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,1413015,0,0,0,0,77213,Spawn,10781223,6,0.0,0.0,0.0,0
2794.91,0,0,908,0,0,0,67, 4, 0, 0, 0, 0, 5, 0, 0, 0, 45, 1, 0, 23, 8, 0, 0, 0, 4,2,0,0,0,0,4926526,0,0,0,0,161262,Underworld-B,6480603,20,0.0,0.0,0.0,0
2770.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,0,0,0,0,1103596,0,0,0,0,159121,Spawn,6188043,3,0.0,0.0,0.0,0
2759.05,8100,8100,652,0,0,0,98, 27, 0, 0, 0, 0, 9, 0, 51, 0, 9, 0, 0, 4, 2, 0, 0, 0, 0,0,0,0,0,0,21335605,3414593,2475453,0,668881,1315273,Town,572223,48,6.248359614161922,0.7249628286592282,0.0,1
2750.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,5,0,0,837360,0,0,0,0,815692,Spawn,7794543,2,0.0,0.0,0.0,0
2737.0,0,0,0,0,0,0,67, 1, 0, 0, 0, 0, 26, 0, 30, 0, 0, 0, 0, 0, 3, 0, 0, 0, 7,0,0,0,0,0,13095601,0,0,0,2993352,3263729,Town,8145963,9,0.0,0.0,0.0,0
2729.56,0,0,557,0,0,0,450, 22, 0, 0, 0, 0, 29, 0, 89, 0, 212, 21, 10, 116, 47, 0, 0, 0, 30,6,0,0,0,0,45016516,0,0,0,2545294,551126,Town,9853203,58,0.0,0.0,0.0,0
2701.0,0,0,0,0,0,0,29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 13, 0, 0, 0, 0, 0,2,0,0,0,0,2261166,0,0,0,0,2036657,Town,2876703,3,0.0,0.0,0.0,0
2693.58,0,0,328,0,0,0,613, 58, 0, 0, 0, 0, 0, 322, 143, 0, 49, 13, 167, 31, 28, 0, 0, 0, 0,5,0,0,0,0,240286709,0,0,0,176331296,505227,Underworld-A,8331003,199,0.0,0.0,0.0,0
2677.45,0,0,777,0,0,0,2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0,0,0,0,0,2,2358377,2358377,0,0,0,204248,Spawn,1042563,6,1.0,0.0,0.0,1
2644.31,0,0,771,0,0,0,18, 0, 0, 0, 0, 0, 0, 0, 14, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2,2,0,0,0,0,2908522,2908522,0,0,0,950514,Town,1563063,4,1.0,0.0,0.0,0
2643.0,0,0,0,0,0,0,45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0,0,0,0,0,0,5896550,0,0,0,1505817,4913264,Underworld-A,10376103,5,0.0,0.0,0.0,0
2613.38,0,0,0,0,0,0,38, 0, 0, 0, 0, 0, 1, 0, 31, 0, 6, 0, 0, 3, 0, 0, 0, 0, 0,0,0,0,0,0,1066928,0,0,0,0,362738,Town,10865643,3,0.0,0.0,0.0,0
2544.5,0,0,655,0,0,0,458, 10, 0, 0, 0, 0, 0, 0, 122, 0, 121, 99, 49, 110, 106, 0, 0, 0, 0,8,0,0,0,0,106020949,0,0,0,36565576,56389,Underworld-B,3051423,141,0.0,0.0,0.0,0
2531.08,0,0,667,0,0,0,267, 8, 0, 0, 11, 0, 18, 31, 35, 0, 93, 0, 15, 46, 68, 0, 0, 0, 3,4,0,0,0,0,21454225,0,0,0,4609296,420881,Town,5877783,24,0.0,0.0,0.0,0
2500.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,4,0,0,0,1423078,0,0,0,237501,795836,Spawn,10093203,4,0.0,0.0,0.0,0
2500.0,0,0,0,0,0,0,10, 3, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2,0,0,0,0,0,893131,0,0,0,199302,393271,Town,7435803,5,0.0,0.0,0.0,0
2500.0,0,0,0,0,0,0,21, 2, 0, 0, 0, 0, 5, 0, 1, 0, 7, 0, 0, 3, 2, 0, 0, 0, 4,2,0,0,0,0,2858805,2858805,0,0,0,169786,Spawn,2460363,7,1.0,0.0,0.0,0
2500.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,0,0,0,0,1919138,0,0,0,0,708575,Spawn,10200123,3,0.0,0.0,0.0,0
2499.2,0,0,0,0,0,0,55, 0, 0, 0, 0, 0, 3, 0, 38, 0, 12, 0, 0, 6, 0, 0, 0, 0, 2,2,0,0,0,0,3298376,0,0,0,0,14175,Town,8325303,10,0.0,0.0,0.0,0
2473.54,0,0,0,0,0,0,448, 30, 0, 0, 16, 0, 16, 177, 16, 0, 62, 0, 88, 31, 69, 8, 0, 0, 54,6,0,0,0,0,48147267,0,0,0,610947,33259,Town,9970263,63,0.0,0.0,0.0,0
2454.9,0,0,0,0,0,0,15, 0, 0, 0, 1, 0, 0, 6, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 7,2,0,0,0,0,4308271,0,0,0,241249,812,Town,8133543,9,0.0,0.0,0.0,0
2412.08,0,0,130,0,0,0,359, 5, 0, 0, 0, 0, 0, 0, 263, 0, 89, 2, 1, 45, 0, 0, 0, 0, 0,9,0,0,0,0,94874859,0,0,0,32743050,477399,Underworld-B,6104283,258,0.0,0.0,0.0,0
2329.52,0,0,805,0,0,0,70, 1, 0, 0, 0, 0, 9, 0, 23, 0, 37, 0, 0, 18, 0, 0, 0, 0, 0,0,0,0,0,0,5080880,0,0,0,1553496,1730138,Underworld-A,5007903,15,0.0,0.0,0.0,0
2345.34,2000,0,708,0,0,0,187, 37, 0, 0, 15, 0, 9, 0, 23, 0, 70, 1, 0, 35, 27, 0, 0, 0, 5,5,0,0,0,0,53653875,3168386,0,0,4215541,1520546,Town,853083,78,16.934134603548937,0.0,0.0,1
2333.0,0,0,0,0,0,0,144, 35, 0, 0, 1, 0, 24, 0, 31, 0, 30, 1, 0, 15, 19, 0, 0, 0, 3,4,0,0,0,0,24042857,0,0,0,2891563,814992,Town,8232183,20,0.0,0.0,0.0,0
2330.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,265017,0,0,0,0,265017,Spawn,5703963,1,0.0,0.0,0.0,0
2320.29,0,0,0,0,0,0,28, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,0,0,0,0,1090906,0,0,0,0,39873,Spawn,8403183,4,0.0,0.0,0.0,0
2320.0,0,0,0,0,0,0,6, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,0,0,0,6,2557442,2557442,0,0,0,26801,Spawn,1895643,4,1.0,0.0,0.0,0
2303.13,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,4,0,0,2383949,0,0,0,0,622155,Spawn,10904523,4,0.0,0.0,0.0,0
2283.41,6000,0,342,0,0,0,139, 39, 0, 0, 0, 0, 0, 0, 1, 0, 78, 1, 0, 39, 19, 0, 0, 1, 0,6,0,0,0,0,9158503,28869,0,0,565850,28869,Spawn,2470083,33,317.2435138037341,0.0,0.0,0
2268.72,0,0,604,0,0,0,308, 4, 0, 0, 0, 0, 0, 1, 288, 0, 2, 0, 0, 1, 8, 1, 0, 1, 3,4,0,0,0,0,25250159,4264423,0,0,8902970,4264423,Town,2244003,49,5.9211196919254965,0.0,0.0,0
2246.97,0,0,0,0,0,0,90, 2, 0, 0, 0, 0, 1, 0, 70, 0, 16, 0, 0, 8, 0, 0, 0, 0, 1,2,0,0,0,0,2341129,0,0,0,0,34307,Town,5895183,4,0.0,0.0,0.0,0
2207.0,0,0,0,0,0,0,9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,2288704,0,0,0,0,165972,Underworld-A,10131783,6,0.0,0.0,0.0,0
2192.93,0,0,0,0,0,0,52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 26, 0, 0, 0, 0, 0,2,0,0,0,0,9853670,0,0,0,7362358,9186888,Underworld-A,10114443,6,0.0,0.0,0.0,0
2169.36,0,0,782,0,0,0,6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,0,0,0,0,991891,0,0,0,0,258496,Spawn,9774363,2,0.0,0.0,0.0,0
2151.06,0,0,0,0,0,0,64, 6, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0,0,0,0,0,0,1486274,0,0,0,0,18829,Spawn,7758543,8,0.0,0.0,0.0,0
2112.62,0,0,0,0,0,0,102, 3, 0, 0, 0, 0, 3, 0, 83, 0, 11, 0, 0, 5, 0, 0, 0, 0, 2,3,0,0,0,0,3322939,0,0,0,447335,340114,Spawn,9657063,10,0.0,0.0,0.0,0
2110.09,0,0,863,0,0,0,2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,0,0,0,0,724962,0,0,0,0,286657,Spawn,3223863,2,0.0,0.0,0.0,0
2105.1,0,0,0,0,0,0,38, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0,2,0,0,0,0,435247,0,0,0,0,99268,Spawn,7266903,2,0.0,0.0,0.0,0
2097.74,0,0,904,0,0,0,8, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0,0,0,0,0,0,1459638,0,0,0,0,185421,Underworld-A,4063503,5,0.0,0.0,0.0,0
1922.0,0,0,0,0,0,0,21, 0, 0, 0, 0, 0, 2, 0, 0, 0, 14, 0, 0, 7, 5, 0, 0, 0, 0,0,0,0,0,0,731056,0,0,0,0,151870,Town,3352263,5,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,470336,0,0,0,281500,157605,Spawn,7279923,2,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,5,0,0,277325,0,0,0,0,248042,Spawn,6841083,2,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,441203,0,0,0,0,22891,Spawn,6256863,3,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0,2,0,0,0,0,929054,0,0,0,0,532642,Spawn,4060443,5,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,968585,0,0,0,467964,968585,Spawn,4182843,1,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,23, 3, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10,2,0,0,0,0,1332327,1332327,0,0,0,702747,Town,2297463,4,1.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,30, 16, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12,0,0,0,0,0,13575601,0,0,0,1057342,2375432,Town,2946183,17,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,23, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,2,0,0,0,0,2918702,0,0,0,405929,2384239,Town,10147563,3,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 3, 0, 0, 0, 0, 0,0,0,0,0,0,1597629,1597629,0,0,0,1202527,Town,1733763,2,1.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,1335726,0,0,0,0,334293,Spawn,7260123,8,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,15, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0,0,0,4,0,0,620056,0,0,0,0,319790,Town,10332903,5,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,30, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 13,0,0,0,0,0,1111505,0,0,0,0,1057599,Town,10755963,2,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,87, 5, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 40, 1, 0, 0, 0, 0,0,0,0,0,0,719699,0,0,0,0,524222,Town,7224303,2,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,692097,0,0,0,0,11124,Town,5020263,3,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,281832,0,0,0,0,151776,Town,7279923,2,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,65431,0,0,0,0,65431,Spawn,9107943,1,0.0,0.0,0.0,0
2000.0,0,0,0,0,0,0,17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 8, 0, 0, 0, 0, 0,0,0,0,0,0,741568,0,0,0,0,541176,Town,7224303,3,0.0,0.0,0.0,0
1995.6,0,0,0,0,0,0,89, 13, 0, 0, 0, 0, 26, 0, 9, 0, 15, 0, 0, 7, 25, 0, 0, 0, 1,4,0,0,0,0,20583428,0,0,0,9057988,57640,Spawn,5724423,25,0.0,0.0,0.0,0
1912.4,0,0,756,0,0,0,113, 0, 0, 0, 0, 0, 18, 0, 38, 0, 54, 0, 0, 27, 0, 0, 0, 0, 3,0,0,0,0,0,9865174,1518594,1518594,0,3159151,1279123,Underworld-B,439503,20,6.496255088588524,1.0,0.0,1
1894.16,0,0,494,0,0,0,79, 1, 0, 0, 0, 0, 0, 0, 71, 0, 6, 0, 0, 3, 1, 0, 0, 0, 0,5,0,0,0,0,12065270,0,0,0,1440013,86770,Town,3714483,26,0.0,0.0,0.0,0
1875.0,0,0,0,0,0,0,56, 0, 0, 0, 0, 0, 10, 0, 0, 0, 37, 0, 0, 18, 0, 0, 0, 0, 9,2,0,0,0,0,2673595,0,0,0,477361,2223479,Town,10149963,2,0.0,0.0,0.0,0
1863.37,7200,7200,0,0,0,0,1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,2345616,2345616,2345616,0,290174,129080,Spawn,499323,4,1.0,1.0,0.0,1
1677.15,0,0,358,0,0,0,63, 1, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 31, 0, 0, 0, 0, 0,6,0,0,0,0,7919058,0,0,0,0,264738,Spawn,3406683,11,0.0,0.0,0.0,0
1849.35,0,0,377,0,0,0,153, 7, 0, 0, 0, 0, 23, 0, 9, 0, 113, 0, 0, 56, 1, 0, 0, 0, 0,7,0,0,0,0,40792600,0,0,0,6348973,288562,Spawn,10181463,26,0.0,0.0,0.0,0
1847.16,0,0,297,0,0,0,511, 46, 0, 0, 4, 0, 37, 10, 270, 0, 69, 0, 5, 34, 34, 0, 0, 0, 41,8,0,2,0,0,81704692,0,0,0,19330157,56679,Town,10137303,201,0.0,0.0,0.0,0
1811.0,0,0,0,0,0,0,33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 16, 0, 0, 0, 0, 0,0,0,0,0,0,5040270,0,0,0,3030597,3423942,Underworld-B,10697283,6,0.0,0.0,0.0,0
1752.59,0,0,599,0,0,0,2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,0,0,0,0,9027090,0,0,0,6376806,1280264,Underworld-B,8541303,18,0.0,0.0,0.0,0
1699.36,0,0,739,0,0,0,2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,0,0,0,0,3099294,0,0,0,0,6570,Spawn,4181883,11,0.0,0.0,0.0,0
1688.9,0,0,687,0,0,0,311, 32, 0, 0, 0, 0, 62, 0, 33, 0, 144, 0, 0, 72, 31, 0, 0, 0, 9,4,0,0,0,0,21827885,15570634,0,0,1732,1078196,Town,2088483,29,1.4018623133778625,0.0,0.0,0
