 mcmmo_power_level, mcmmo_skill_ACROBATICS, mcmmo_skill_ALCHEMY, mcmmo_skill_ARCHERY, mcmmo_skill_AXES, mcmmo_skill_CROSSBOWS, mcmmo_skill_EXCAVATION, mcmmo_skill_FISHING, mcmmo_skill_HERBALISM, mcmmo_skill_MACES, mcmmo_skill_MINING, mcmmo_skill_REPAIR, mcmmo_skill_SALVAGE, mcmmo_skill_SMELTING, mcmmo_skill_SWORDS, mcmmo_skill_TAMING, mcmmo_skill_TRIDENTS, mcmmo_skill_UNARMED, mcmmo_skill_WOODCUTTING, lw_rev_total, lw_rev_phase, chemrank, policerank, donorrank, goldrank, current_month_votes, plan_player_time_total_raw, plan_player_time_month_raw, plan_player_time_week_raw, plan_player_time_day_raw, plan_player_time_afk_raw, plan_player_latest_session_length_raw, plan_player_favorite_server, plan_player_lastseen, plan_player_sessions_count, leaderboard_position_chems_all, leaderboard_position_chems_week, leaderboard_position_police_all, leaderboard_position_police_week, balance,churn
820,125.0,0.0,0.0,0.0,0.0,29.0,85.0,300.0,0.0,191.0,3.0,44.0,97.0,52.0,0.0,0.0,0.0,35.0,0.0,0.0,6,0,0,0,0,140510101,0,0,0,87950754,2625819,Town,6249900,91,421,0,0,0,102532.4,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,86229,0,0,0,0,86229,Spawn,6616380,1,0,0,0,0,0.0,1
53,2.0,0.0,0.0,1.0,0.0,20.0,0.0,2.0,0.0,25.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,6639548,0,0,0,0,225461,Town,7084740,8,634,0,0,0,56803.66,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,100751,0,0,0,0,74433,Town,7666980,2,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,84352,0,0,0,0,84352,Spawn,5040660,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,250713,0,0,0,0,36765,Spawn,6278400,7,0,0,0,0,0.0,1
11,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,91006,0,0,0,0,91006,Spawn,4394760,1,0,0,0,0,10106.6,1
1414,57.0,0.0,2.0,9.0,0.0,64.0,669.0,53.0,0.0,257.0,8.0,338.0,132.0,202.0,0.0,0.0,0.0,93.0,0.0,0.0,7,0,4,0,0,280491655,0,0,0,199881890,420386,Town,5054640,124,0,0,0,0,1133804.65,1
13444,837.0,0.0,12.0,1.0,0.0,171.0,850.0,9256.0,90.0,1613.0,152.0,501.0,882.0,457.0,0.0,1.0,1.0,3.0,16999646.712,10816557.363,143,143,4,1,103,3420622209,777476932,197717518,38622543,1231782898,130464,Underworld-B,78540,3584,4,0,10,0,15668771.1,0
511,15.0,0.0,0.0,8.0,0.0,147.0,5.0,1.0,0.0,278.0,2.0,3.0,140.0,54.0,0.0,0.0,0.0,1.0,86769.0,86769.0,6,0,0,0,7,25836076,25478533,0,0,4470577,119020,Underworld-B,2082180,72,0,0,0,0,679.24,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,2747765,0,0,0,238399,316873,Spawn,2847480,14,417,0,0,0,152177.48,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23000,23000,0,0,0,23000,Spawn,912180,1,0,0,0,0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,116781,0,0,0,0,116781,Spawn,6976380,1,0,0,0,0,0.0,1
488,86.0,0.0,18.0,18.0,0.0,38.0,10.0,97.0,0.0,187.0,7.0,8.0,97.0,13.0,0.0,0.0,1.0,13.0,0.0,0.0,6,0,0,0,0,105273337,0,0,0,41989095,378187,Town,6793500,95,413,0,0,0,78182.12,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1407948,0,0,0,0,619264,Spawn,4847940,2,0,0,0,0,33500.0,1
65,6.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,579441,0,0,0,0,121976,Spawn,7100460,3,0,0,0,0,3165.72,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,5,0,0,1474246,0,0,0,409255,982440,Spawn,5986740,6,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,65098,0,0,0,0,65098,Spawn,6928260,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,76140,0,0,0,0,76140,Spawn,5710380,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,644740,0,0,0,0,644740,Spawn,7916940,1,0,0,0,0,10100.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,143368,0,0,0,0,143368,Spawn,7303500,1,0,0,0,0,3105.26,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,34268,0,0,0,0,34268,Spawn,5249220,1,0,0,0,0,0.0,1
226,17.0,0.0,0.0,0.0,0.0,13.0,10.0,95.0,0.0,76.0,0.0,5.0,38.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,2,0,8,61777586,61777586,61777586,0,38531017,397934,Underworld-A,100200,32,507,0,0,0,199715.84,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,2455141,2455141,0,0,0,582339,Spawn,1827720,4,339,0,0,0,74666.01,1
479,27.0,0.0,0.0,0.0,0.0,56.0,0.0,189.0,0.0,183.0,2.0,1.0,92.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,11,0,0,0,0,161513097,108609,0,0,41335689,108609,Town,2173380,200,283,0,0,0,951979.2,1
134,1.0,0.0,0.0,0.0,0.0,3.0,0.0,107.0,0.0,16.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3,0,0,0,0,4915790,0,0,0,0,703062,Town,6681720,20,556,0,0,0,22305.87,1
2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,1746168,0,0,0,1053308,1421387,Town,7459200,2,0,0,0,0,1000.0,1
4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,448711,0,0,0,0,74954,Town,3554220,4,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,421882,0,0,0,0,116330,Spawn,5583480,2,0,0,0,0,30000.0,1
42,4.0,0.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,8.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,2,0,0,0,0,2408646,43110,0,0,0,3700,Town,1502820,10,0,0,0,0,4300.4,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,419351,0,0,0,0,170274,Spawn,6425460,2,0,0,0,0,9500.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,18691,0,0,0,0,18691,Spawn,6158820,1,0,0,0,0,0.0,1
7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,29.0,0,0,0,0,0,10067668,230533,0,0,7727641,90327,Spawn,1918500,12,733,0,0,0,16139.66,1
3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1247158,1247158,0,0,0,142963,Town,1589220,6,0,0,0,0,0.0,1
61,8.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,42.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4647414,0,0,0,0,179895,Town,5944020,5,684,0,0,0,29185.91,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,494217,494217,0,0,0,494217,Spawn,1731060,1,0,0,0,0,0.0,1
3669,257.0,0.0,69.0,130.0,0.0,346.0,389.0,713.0,0.0,1379.0,12.0,200.0,695.0,202.0,0.0,0.0,1.0,171.0,8298585.0,3000537.0,9,0,3,0,128,2053663219,580972683,160036173,28197809,1292700707,34530,Underworld-B,86520,1918,110,0,0,0,3537458.84,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,15301,15301,15301,0,0,15301,Spawn,87720,1,0,0,0,0,0.0,0
111,0.0,0.0,0.0,0.0,0.0,41.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,3,0,0,0,14,12583472,12583472,0,0,266456,66892,Town,706380,21,562,0,0,0,74227.84,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,863904,0,0,0,0,81834,Town,7782600,5,0,0,0,0,0.0,1
833,36.0,139.0,0.0,0.0,0.0,47.0,36.0,201.0,0.0,314.0,27.0,31.0,170.0,29.0,0.0,0.0,0.0,4.0,1891362.7,1141256.7,11,0,0,0,0,124857760,0,0,0,24227412,1680993,Town,2701260,114,121,0,0,0,1063961.68,1
744,61.0,0.0,64.0,36.0,0.0,28.0,61.0,71.0,0.0,171.0,2.0,31.0,86.0,224.0,0.0,0.0,0.0,26.0,0.0,0.0,10,0,0,0,0,97828195,0,0,0,5937992,239572,Underworld-B,5234520,371,146,0,0,0,767719.03,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,665671,346253,0,0,0,69182,Town,2096160,9,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,635901,0,0,0,0,65086,Spawn,7340040,4,0,0,0,0,0.0,1
79,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,65.0,2.0,1.0,33.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,2,0,0,0,0,8041247,0,0,0,1504003,124531,Underworld-B,7869600,36,0,0,0,0,5500.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,17934,0,0,0,0,17934,Spawn,6527880,1,0,0,0,0,0.0,1
946,30.0,39.0,0.0,1.0,0.0,123.0,37.0,251.0,0.0,332.0,21.0,29.0,176.0,58.0,0.0,0.0,0.0,54.0,0.0,0.0,7,0,1,0,0,166710926,0,0,0,67668146,21596,Town,6467760,156,271,0,0,0,384356.03,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2,0,0,0,0,1431133,1431133,0,0,0,267928,Spawn,2528160,3,800,0,0,0,47.6,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,18070,0,0,0,0,18070,Spawn,6520740,1,0,0,0,0,0.0,1
181,0.0,0.0,0.0,0.0,0.0,3.0,0.0,70.0,0.0,107.0,1.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,33,35845251,35845251,284305,0,6306891,106263,Town,519540,63,181,0,0,0,51376.5,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,268519,0,0,0,0,268519,Spawn,4660920,1,0,0,0,0,10000.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6722,0,0,0,0,6722,Spawn,6686640,1,0,0,0,0,0.0,1
21,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1347758,0,0,0,0,667381,Town,7459920,4,0,0,0,0,47199.2,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,435735,0,0,0,0,4202,Spawn,3704940,3,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,71260,0,0,0,0,50189,Spawn,6836100,2,0,0,0,0,0.0,1
19,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,4,0,0,9056811,0,0,0,296454,382835,Spawn,5190780,35,325,0,0,0,3687.68,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,67965,0,0,0,0,67965,Spawn,3579540,1,0,0,0,0,0.0,1
106,1.0,0.0,0.0,0.0,0.0,1.0,18.0,34.0,0.0,52.0,0.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,8213318,0,0,0,0,485277,Town,7218180,18,0,0,0,0,12490.0,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1253932,0,0,0,0,342930,Spawn,6957600,2,0,0,0,0,10000.0,1
22866,1552.0,11.0,35.0,271.0,0.0,424.0,1129.0,15665.0,0.0,1846.0,514.0,821.0,1180.0,1218.0,0.0,0.0,180.0,21.0,33807188.044,13020966.462,143,143,5,0,160,4221780408,1296104886,288111212,35667689,1531330083,1045086,Underworld-A,127680,5944,1,8,11,0,543750088.49,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,127735,127735,0,0,0,51338,Spawn,1317180,3,0,0,0,0,0.0,1
39,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,12.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,5,0,0,0,0,4276896,0,0,0,351592,178950,Spawn,7809240,6,440,0,0,0,21692.07,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,4068031,0,0,0,1680923,312316,Underworld-A,4007520,11,0,0,0,0,889.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,69062,0,0,0,0,69062,Spawn,6737940,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29285,29285,29285,0,0,29285,Spawn,154020,1,0,0,0,0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19014,0,0,0,0,19014,Spawn,7040040,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,158300,0,0,0,0,92136,Town,4478100,2,0,0,0,0,0.0,1
226,23.0,0.0,0.0,0.0,0.0,13.0,0.0,52.0,0.0,117.0,0.0,0.0,58.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,3,0,0,0,0,16363092,0,0,0,0,185914,Town,6237360,16,689,0,0,0,63647.99,1
165,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0,4,0,0,11250107,0,0,0,1369254,1704809,Spawn,6736380,27,396,0,0,0,13216.96,1
11,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1549884,0,0,0,0,41260,Town,3657120,6,688,0,0,0,10743.22,1
4354,86.0,0.0,0.0,16.0,0.0,229.0,713.0,1982.0,0.0,1026.0,140.0,426.0,583.0,66.0,0.0,0.0,3.0,93.0,6287136.0,2549839.0,26,0,4,1,67,1207443978,210809932,0,0,766995119,119753,Underworld-A,885000,1303,88,0,0,0,3498190.04,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1537723,0,0,0,0,1026180,Town,5779800,3,0,0,0,0,10000.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,74539,0,0,0,0,74539,Spawn,5652240,1,0,0,0,0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,486337,0,0,0,0,411790,Town,7968720,2,0,0,0,0,10000.0,1
12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1454877,0,0,0,0,1125101,Town,3329700,3,0,0,0,0,10000.0,1
34,6.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,71207.0,0.0,0,0,0,0,0,9011429,0,0,0,0,524274,Spawn,3480960,16,392,0,0,0,52049.29,1
2478,65.0,0.0,0.0,0.0,0.0,59.0,122.0,1579.0,0.0,469.0,0.0,61.0,234.0,136.0,0.0,0.0,0.0,48.0,754609.0,662609.0,0,0,0,0,0,239428326,0,0,0,102057290,2860508,Underworld-B,2764560,309,148,0,0,0,14850.5,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2488029,2488029,0,0,1708234,2406119,Spawn,1129020,4,0,0,0,0,0.01,0
244,11.0,0.0,0.0,0.0,0.0,21.0,25.0,110.0,0.0,65.0,0.0,12.0,32.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,4,0,3,0,0,31975028,40139,0,0,13485869,40139,Underworld-A,1838100,43,451,0,0,0,86.95,1
1232,173.0,0.0,0.0,22.0,0.0,104.0,54.0,226.0,0.0,511.0,12.0,33.0,261.0,78.0,0.0,0.0,10.0,42.0,0.0,0.0,7,0,0,0,0,207307041,207307041,115716949,10740885,28644317,33274,Underworld-A,80880,480,198,39,0,0,26800.9,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8266,0,0,0,0,8266,Spawn,7204920,1,0,0,0,0,0.0,1
57,2.0,0.0,0.0,0.0,0.0,13.0,1.0,7.0,0.0,32.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,215419.0,0.0,7,0,0,0,0,35045924,0,0,0,13741799,324575,Town,3124800,39,280,0,0,0,169281.57,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,439851,439851,0,0,0,439851,Spawn,2092980,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,52413,0,0,0,0,52413,Spawn,5737020,1,0,0,0,0,0.0,1
34,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1069831,1069831,0,0,0,802881,Town,1536480,2,0,0,0,0,10000.0,1
47,9.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,2,0,0,0,0,5041166,0,0,0,0,114519,Town,7732500,13,679,0,0,0,45507.35,1
39,17.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,7702336,1262813,0,0,2405362,322564,Town,1832100,12,402,0,0,0,53995.75,1
28,8.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,0,8,5952177,5952177,0,0,0,187376,Town,1741260,11,576,0,0,0,108520.83,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2072,0,0,0,0,2072,Spawn,6482160,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,0,0,1604803,0,0,0,221019,220405,Spawn,3803340,6,0,0,0,0,1.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,37726,37726,0,0,0,37726,Spawn,1607640,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,2,0,0,0,0,835432,0,0,0,0,835432,Spawn,3284280,1,0,0,0,0,6508.0,1
378,149.0,0.0,0.0,0.0,0.0,6.0,49.0,0.0,0.0,111.0,0.0,24.0,55.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,5,0,0,88216364,0,0,0,16431586,167813,Spawn,3210240,86,0,0,63,0,2078387.6,1
58,28.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4794355,0,0,0,0,176279,Town,4325640,4,0,0,0,0,15000.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,461327,0,0,0,0,461327,Spawn,2730480,1,0,0,0,0,0.0,1
36,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,0,0,2938845,0,0,0,0,14675,Town,8114940,7,0,0,0,0,31403.68,1
26,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,0,0,0,0,3598836,0,0,0,189543,164660,Town,3679020,5,0,0,0,0,12500.0,1
10895,175.0,0.0,0.0,0.0,0.0,184.0,0.0,8709.0,0.0,1687.0,123.0,61.0,905.0,17.0,0.0,0.0,0.0,0.0,2551720.15,520120.0,143,0,5,1,55,6806446689,2014181424,267600459,84399107,5864841929,21107123,Underworld-B,94500,3849,17,0,0,0,18299365.79,0
11376,1355.0,436.0,8.0,8.0,0.0,311.0,892.0,5598.0,17.0,1713.0,72.0,482.0,892.0,965.0,0.0,0.0,1.0,0.0,1439645.775,1237463.775,90,0,5,0,0,3947311945,5498056,2352804,2352804,2780703941,1665252,Underworld-B,81960,3785,34,0,29,0,87963.4,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,319252,0,0,0,293997,319252,Spawn,4675200,1,0,0,0,0,0.0,1
